Code;Parent;Lvl;Name_en;Name_de;Name_fr;Name_it;Desc_en;Desc_de;Desc_fr;Desc_it;POSTYP_Title;POSTYP_Text
"2052";"2046";"7";"";"Andere inländische Weissweine, 7.5 dl";"Autre vin blanc indigène, 7.5 dl";"Altri vini bianchi indigeni, 7.5 dl";"";"";"";"";"6";""
"2056";"2045";"6";"Foreign white wine";"Weisswein, ausländisch (Detailhandel)";"Vin blanc étranger (Commerce de détail)";"Vino bianco importato (Commercio al dettaglio)";"";"";"";"";"4";""
"2057";"2056";"7";"";"Ausländische Weissweine, 7.5 dl";"Vin blanc étranger, 7.5 dl";"Vini bianchi importati, 7.5 dl";"";"";"";"";"6";""
"2058";"2017";"5";"Sparkling wine";"Schaumwein (Detailhandel)";"Vin mousseux (Commerce de détail)";"Vini spumanti (Commercio al dettaglio)";"";"";"";"";"4";""
"2059";"2058";"6";"";"Champagner";"Champagne";"Champagne";"";"";"";"";"6";""
"2060";"2058";"6";"";"Andere Schaumweine";"Autre vin mousseux";"Altri vini spumanti";"";"";"";"";"6";""
"2064";"2001";"4";"Beer (Retail)";"Bier (Detailhandel)";"Bière (Commerce de détail)";"Birra (Commercio al dettaglio)";"";"";"";"";"4";""
"2065";"2064";"5";"";"Lagerbier, inländisch, 5.0 dl";"Bière normale indigène, 5.0 dl";"Birra normale indigena, 5.0 dl";"";"";"";"";"6";""
"2067";"2064";"5";"";"Lagerbier, inländisch, 3.3 dl";"Bière normale indigène, 3.3 dl";"Birra normale, indigena, 3.3 dl";"";"";"";"";"6";""
"2072";"2064";"5";"";"Dosenbier, inländisch, 3.3 dl";"Bière indigène en canette, 3.3 dl";"Birra in lattina, indigena, 3.3 dl";"";"";"";"";"6";""
"2068";"2064";"5";"";"Spezialbier, inländisch, 3.3 dl";"Bière spéciale indigène, 3.3 dl";"Birra speciale, indigena, 3.3 dl";"";"";"";"";"6";""
"2069";"2064";"5";"";"Dosenbier, ausländisch";"Bière étrangère en cannette";"Birra in lattina, importata";"";"";"";"";"6";""
"2070";"2064";"5";"";"Flaschen, ausländisch, 2-4 dl";"Bière étrangère en bouteille, 2-4 dl";"Birra in bottiglia, importata, 2-4 dl";"";"";"";"";"6";""
"2071";"2064";"5";"";"Flaschen, ausländisch, 5 dl";"Bière étrangère en bouteille, 5 dl";"Birra in bottiglia, importata, 5 dl";"";"";"";"";"6";""
"2073";"2064";"5";"";"Bier (alkoholfrei)";"Bière (sans alcool)";"Birra senz'alcol";"";"";"";"";"6";""
"2075";"2";"3";"Tobacco";"Tabakwaren";"Tabacs";"Tabacchi";"";"";"";"";"3";""
"2076";"2075";"4";"Cigarettes";"Zigaretten";"Cigarettes";"Sigarette";"";"";"";"";"4";""
"2077";"2076";"5";"";"Zigaretten, Paket";"Cigarettes, paquet";"Sigarette, pacchetto";"";"";"";"";"6";""
"2078";"2076";"5";"";"Zigaretten, Stange";"Cigarettes, cartouche";"Sigarette, stecca";"";"";"";"";"6";""
"2082";"2075";"4";"Other tobaccos";"Andere Tabakwaren";"Autres tabacs";"Altri tabacchi";"";"";"";"";"4";""
"2083";"2082";"5";"";"Zigarren";"Cigares";"Sigari";"";"";"";"";"6";""
"2084";"2082";"5";"";"Zigarillos";"Cigarillos";"Cigarillos";"";"";"";"";"6";""
"2085";"2082";"5";"";"Rauchtabak";"Tabac à fumer";"Tabacco da fumare";"";"";"";"";"6";""
"3";"100";"2";"Clothing and footwear";"Bekleidung und Schuhe";"Habillement et chaussures";"Indumenti e calzature";"";"";"";"";"2";""
"3001";"3";"3";"Clothing";"Bekleidung";"Habillement";"Indumenti";"";"";"";"";"3";""
"3002";"3001";"4";"Articles of clothing";"Bekleidungsartikel";"Articles d'habillement";"Articoli d'abbigliamento";"";"";"";"";"3";""
"3003";"3002";"5";"Garments for men";"Herrenbekleidung";"Vêtements pour hommes";"Indumenti da uomo";"";"";"";"";"3";""
"3004";"3003";"6";"Men's coats, jackets";"Mäntel, Jacken und Vestons, Herren";"Manteaux, vestes et vestons pour hommes";"Cappotti, giacche, giacchette da umo";"";"";"";"";"4";""
"3005";"3004";"7";"";"Wintermantel, Herren";"Manteau d'hiver, hommes";"Cappotto invernale, da uomo";"";"";"";"";"6";""
"3006";"3004";"7";"";"Sommer-, Regenmantel, Herren";"Manteau d'été, imperméable, hommes";"Soprabito, impermeabile, da uomo";"";"";"";"";"6";""
"3007";"3004";"7";"";"Winterjacke, Herren";"Blouson, veste d'hiver, hommes";"Giubbotti invernali, da uomo";"";"";"";"";"6";""
"3008";"3004";"7";"";"Sommerjacke, Herren";"Blouson, veste d'été, hommes";"Giubbotti estivi, da uomo";"";"";"";"";"6";""
"3009";"3004";"7";"";"Lederjacke, Winter, Herren";"Blouson, veste en cuir pour l'hiver, hommes";"Giubbotti, pelle, invernale, da uomo";"";"";"";"";"6";""
"3011";"3004";"7";"";"Lederjacke, Sommer, Herren";"Blouson, veste en cuir pour l'été, hommes";"Giubbotti pelle, estivi, da uomo";"";"";"";"";"6";""
"3010";"3004";"7";"";"Veston, Ganzjahr, Herren";"Veston, pour toute l'année, hommes";"Giacca, per tutto l'anno, da uomo";"";"";"";"";"6";""
"3015";"3003";"6";"Men's suits";"Anzüge, Herren";"Complets pour hommes";"Completi da uomo";"";"";"";"";"4";""
"3016";"3015";"7";"";"Ganzjahresanzug, Herren";"Complet, pour toute l'année, hommes";"Completo, per tutto l'anno, da uomo";"";"";"";"";"6";""
"3020";"3003";"6";"Men's trousers";"Hosen, Herren";"Pantalons pour hommes";"Pantaloni da uomo";"";"";"";"";"4";""
"3021";"3020";"7";"";"Hose, Ganzjahr, Wolle / Stretch, Herren";"Pantalon pour toute l'année, laine / stretch, hommes";"Pantaloni per tutto l'anno, lana / stretch, da uomo";"";"";"";"";"6";""
"3022";"3020";"7";"";"Hose, Ganzjahr, Baumwolle, Herren";"Pantalon pour toute l'année, coton, hommes";"Pantaloni per tutto l'anno, cotone, da uomo";"";"";"";"";"6";""
"3023";"3020";"7";"";"Jeans, Herren";"Jeans, hommes";"Jeans, da uomo";"";"";"";"";"6";""
"3024";"3020";"7";"";"Sommerhose, Short, Bermuda, Herren";"Pantalon d'été, pantacourt, short, hommes";"Pantaloni d'estate, short, bermuda, da uomo";"";"";"";"";"6";""
"3027";"3003";"6";"Men's shirts";"Oberhemden, Herren";"Chemises pour hommes";"Camicie da uomo";"";"";"";"";"4";""
"3028";"3027";"7";"";"Hemd, langarm, Herren";"Chemise à manches longues, hommes";"Camicia a maniche lunghe, da uomo";"";"";"";"";"6";""
"3029";"3027";"7";"";"Hemd, kurzarm, Herren";"Chemise à manches courtes, hommes";"Camicia a maniche corte, da uomo";"";"";"";"";"6";""
"3033";"3003";"6";"Men's sweaters";"Strickwaren, Herren";"Tricots pour hommes";"Maglieria da uomo";"";"";"";"";"4";""
"3034";"3033";"7";"";"Winterpullover, Herren";"Pullover d'hiver, hommes";"Pullover invernale, da uomo";"";"";"";"";"6";""
"3035";"3033";"7";"";"Sweatshirt, Herren";"Sweatshirt, hommes";"Sweatshirt, da uomo";"";"";"";"";"6";""
"3036";"3033";"7";"";"Poloshirt, Herren";"Poloshirt, hommes";"Poloshirt, da uomo";"";"";"";"";"6";""
"3037";"3033";"7";"";"T-Shirt, Herren";"T-Shirt, hommes";"T-shirt, da uomo";"";"";"";"";"6";""
"3041";"3003";"6";"Men's underwear";"Unterwäsche, Herren";"Sous-vêtements pour hommes";"Biancheria intima da uomo";"";"";"";"";"4";""
"3042";"3041";"7";"";"Socken, Wolle, Herren";"Chaussettes, laine, hommes";"Calzini, lana, da uomo";"";"";"";"";"6";""
"3043";"3041";"7";"";"Socken, Baumwolle, Herren";"Chaussettes, coton, hommes";"Calzini, cotone, da uomo";"";"";"";"";"6";""
"3044";"3041";"7";"";"Slip, Herren";"Slip,  hommes";"Slip, da uomo";"";"";"";"";"6";""
"3045";"3041";"7";"";"Trägerleibchen, Herren";"Camisole, hommes";"Canottiera, da uomo";"";"";"";"";"6";""
"3046";"3041";"7";"";"Pyjama, Herren";"Pyjama, hommes";"Pigiama, da uomo";"";"";"";"";"6";""
"3060";"3002";"5";"Garments for women";"Damenbekleidung";"Vêtements pour femmes";"Indumenti da donna";"";"";"";"";"3";""
"3061";"3060";"6";"Women's coats";"Mäntel, Damen";"Manteaux pour femmes";"Cappotti da donna";"";"";"";"";"4";""
"3062";"3061";"7";"";"Wintermantel, Damen";"Manteau d'hiver, femmes";"Cappotto invernale, da donna";"";"";"";"";"6";""
"3063";"3061";"7";"";"Sommer-, Regenmantel, Damen";"Manteau d'été, imperméable, femmes";"Soprabito, impermeabile, da donna";"";"";"";"";"6";""
"3074";"3060";"6";"Women's skirts and dresses";"Jupes und Kleider, Damen";"Jupes et robes pour femmes";"Gonne e vestiti da donna";"";"";"";"";"4";""
"3075";"3074";"7";"";"Jupe, Ganzjahr, Damen";"Jupe, pour toute l'année, femmes";"Gonna, per tutto l'anno, da donna";"";"";"";"";"6";""
"3076";"3074";"7";"";"Jupe, Winter, Damen";"Jupe d'hiver, femmes";"Gonna invernale, da donna";"";"";"";"";"6";""
"3077";"3074";"7";"";"Jupe, Sommer, Damen";"Jupe d'été, femmes";"Gonna d'estate, da donna";"";"";"";"";"6";""
"3070";"3074";"7";"";"Sommerkleid, Damen";"Robe d'été, femmes";"Abito estivo, da donna";"";"";"";"";"6";""
"3079";"3060";"6";"Women's trousers";"Hosen, Damen";"Pantalons pour femmes";"Pantaloni da donna";"";"";"";"";"4";""
"3080";"3079";"7";"";"Hose, Ganzjahr, Damen";"Pantalon, pour toute l'année, femmes";"Pantalone, per tutto l'anno, da donna";"";"";"";"";"6";""
"3081";"3079";"7";"";"Hose, Ganzjahr, Baumwolle, Damen";"Pantalon, pour toute l'année, coton, femmes";"Pantalone, per tutto l'anno, cotone, da donna";"";"";"";"";"6";""
"3082";"3079";"7";"";"Jeans, Damen";"Jeans, femmes";"Jeans, da donna";"";"";"";"";"6";""
"3083";"3079";"7";"";"Sommerhose, 7/8 Hose, Short, Damen";"Pantalon d'été, pantacourt, short, femmes";"Pantaloni d'estate, shorts, calzoncini, da donna";"";"";"";"";"6";""
"3086";"3060";"6";"Women's jackets";"Jacken, Damen";"Vestes pour femmes";"Giacche da donna";"";"";"";"";"4";""
"3087";"3086";"7";"";"Winterjacke, Damen";"Blouson d'hiver, femmes";"Giubbotto invernale, da donna";"";"";"";"";"6";""
"3088";"3086";"7";"";"Lederjacke Winter, Damen";"Blouson en cuir pour l'hiver, femmes";"Giaccone, pelle invernale, da donna";"";"";"";"";"6";""
"3090";"3086";"7";"";"Lederjacke Sommer, Damen";"Blouson en cuir pour l'été, femmes";"Giaccone, pelle estivi, da donna";"";"";"";"";"6";""
"3089";"3086";"7";"";"Blazer, Ganzjahr, Damen";"Blazer, pour toute l'année, femmes";"Blazer, per tutto l'anno, da donna";"";"";"";"";"6";""
"3093";"3060";"6";"Women's blouses";"Blusen und Hemdblusen, Damen";"Blouses et chemisiers pour femmes";"Camicette e bluse da donna";"";"";"";"";"4";""
"3094";"3093";"7";"";"Bluse, langarm, Damen";"Blouse, à manches longues, femmes";"Camicetta, a maniche lunghe, da donna";"";"";"";"";"6";""
"3095";"3093";"7";"";"Bluse, kurzarm, Damen";"Blouse, à manches courtes, femmes";"Blusa, a maniche corte, da donna";"";"";"";"";"6";""
"3099";"3060";"6";"Women's jumpers";"Strickwaren, Damen";"Tricots pour femmes";"Maglieria da donna";"";"";"";"";"4";""
"3100";"3099";"7";"";"Winterpullover, Damen";"Pullover d'hiver, femmes";"Pullover invernale, da donna";"";"";"";"";"6";""
"3101";"3099";"7";"";"Sommerpullover, Damen";"Pullover d'été, femmes";"Pullover estivo, da donna";"";"";"";"";"6";""
"3102";"3099";"7";"";"T-Shirt, Damen";"T-shirt, femmes";"T-shirt, da donna";"";"";"";"";"6";""
"3106";"3060";"6";"Women's underwear";"Unterwäsche, Damen";"Sous-vêtements pour femmes";"Biancheria intima da donna";"";"";"";"";"4";""
"3107";"3106";"7";"";"Strumpfhosen, Damen";"Collants, femmes";"Collants, da donna";"";"";"";"";"6";""
"3108";"3106";"7";"";"Socken, Damen";"Chaussettes, femmes";"Calze, da donna";"";"";"";"";"6";""
"3109";"3106";"7";"";"Slip, Damen";"Slip, femmes";"Slip, da donna";"";"";"";"";"6";""
"3110";"3106";"7";"";"Büstenhalter, Damen";"Soutien-gorge, femmes";"Reggiseno, da donna";"";"";"";"";"6";""
"3111";"3106";"7";"";"Hemd, Baumwolle, Damen";"Chemise, coton, femmes";"Camicia, cotone, da donna";"";"";"";"";"6";""
"3112";"3106";"7";"";"Nachthemd, Pyjama, Damen";"Chemise de nuit, Pyjama, femmes";"Camicia da notte, Pigiama, da donna";"";"";"";"";"6";""
"3125";"3002";"5";"Garments for children";"Kinderbekleidung";"Vêtements pour enfants";"Indumenti da bambino/a";"";"";"";"";"3";""
"3126";"3125";"6";"Children's coats and jackets";"Mäntel und Jacken, Kinder";"Manteaux et vestes pour enfants";"Cappotti e giacche da bambina/o";"";"";"";"";"4";""
"3127";"3126";"7";"";"Wintermantel, Kinder";"Manteau d'hiver, enfants";"Cappotto invernale, da bambino/a";"";"";"";"";"6";""
"3128";"3126";"7";"";"Regenmantel, Kinder";"Imperméable, enfants";"Impermeabile, da bambino/a";"";"";"";"";"6";""
"3129";"3126";"7";"";"Winterjacke, Kinder";"Blouson d'hiver, enfants";"Giubbotto invernale, da bambino/a";"";"";"";"";"6";""
"3130";"3126";"7";"";"Sommerjacke, Kinder";"Blouson d'été, enfants";"Giubbotto estivo, da bambino/a";"";"";"";"";"6";""
"3134";"3125";"6";"Children's trousers and skirts";"Hosen und Jupe, Kinder";"Pantalons et jupes pour enfants";"Pantaloni e gonne, da bambino/a";"";"";"";"";"4";""
"3135";"3134";"7";"";"Hosen, Ganzjahr, Kinder";"Pantalon pour toute l'année, enfants";"Pantaloni per tutto l'anno, da bambino/a";"";"";"";"";"6";""
"3136";"3134";"7";"";"Jeans, Kinder";"Jeans, enfants";"Jeans, da bambino/a";"";"";"";"";"6";""
"3138";"3134";"7";"";"Sommerhose, 7/8 Hose, Short, Kinder";"Pantalon d'été, pantacourt, short, enfants";"Pantaloni d'estate, shorts, calzoncini, da bambino/a";"";"";"";"";"6";""
"3137";"3134";"7";"";"Jupe, Ganzjahr, Kinder";"Jupe pour toute l'année, enfants";"Gonna per tutto l'anno, da bambino/a";"";"";"";"";"6";""
"3139";"3134";"7";"";"Jupe, Sommer, Sommerkleid, Kinder";"Jupe d'été, robes d'été, enfants";"Gonne d'estate, vestiti d'estate, da bambino/a";"";"";"";"";"6";""
"3141";"3125";"6";"Children's jerseys";"Strickwaren, Kinder";"Tricots pour enfants";"Maglieria da bambino/a";"";"";"";"";"4";""
"3142";"3141";"7";"";"Winterpullover, Kinder";"Pullover d'hiver, enfants";"Pullover invernale, da bambino/a";"";"";"";"";"6";""
"3143";"3141";"7";"";"Sweatshirt, Kinder";"Sweatshirt, enfants";"Sweatshirt, da bambino/a";"";"";"";"";"6";""
"3144";"3141";"7";"";"T-Shirt, Kinder";"T-Shirt, enfants";"T-shirt, da bambino/a";"";"";"";"";"6";""
"3148";"3125";"6";"Baby clothes";"Babybekleidung";"Vêtements de bébés";"Indumenti per bebè";"";"";"";"";"4";""
"3149";"3148";"7";"";"Babybekleidung, Ganzjahr";"Vêtements de bébés pour toute l'année";"Indumenti per bebè per tutto l'anno";"";"";"";"";"6";""
"3160";"3148";"7";"";"Babybekleidung, Winter";"Vêtements de bébés pour l'hiver";"Indumenti per bebè invernali";"";"";"";"";"6";""
"3161";"3148";"7";"";"Babybekleidung, Sommer";"Vêtements de bébés pour l'été";"Indumenti per bebè estivi";"";"";"";"";"6";""
"3150";"3125";"6";"Children's hosiery and underwears";"Strumpfwaren und Unterwäsche, Kinder";"Bonneterie et sous-vêtements pour enfants";"Maglieria e biancheria intima da bambino/a";"";"";"";"";"4";""
"3151";"3150";"7";"";"Socken, Kinder";"Chaussettes, enfants";"Calze, da bambino/a";"";"";"";"";"6";""
"3152";"3150";"7";"";"Strumpfhosen, Kinder";"Collants, enfants";"Ghette, da bambino/a";"";"";"";"";"6";""
"3153";"3150";"7";"";"Slip, Kinder";"Slip, enfants";"Slip, da bambino/a";"";"";"";"";"6";""
"3154";"3150";"7";"";"Leibchen, Bodies, Kinder und Baby";"Camisole, bodies, enfants et bébés";"Camiciola, body, da bambino/a e bebè";"";"";"";"";"6";""
"3155";"3150";"7";"";"Pyjama, Kinder und baby";"Pyjama, enfants et bébés";"Pigiama, da bambino/a e bebè";"";"";"";"";"6";""
"3300";"3002";"5";"Sportswear";"Sportbekleidung";"Vêtements de sport";"Indumenti per sport";"";"";"";"";"3";""
"3310";"3300";"6";"Winter sportswear";"Wintersportbekleidung";"Vêtements de sport d'hiver";"Indumenti per sport invernali";"";"";"";"";"4";""
"3311";"3310";"7";"";"Jacke, Wetterschutz mit thermischer Isolation";"Veste de protection contre les intempéries avec isolation thermique";"Giacche resistenti alle intemperie con isolazione termica";"";"";"";"";"6";""
"3312";"3310";"7";"";"Hose, Wetterschutz mit thermischer Isolation";"Pantalon de protection contre les intempéries avec isolation thermique";"Pantaloni resistenti alle intemperie con isolazione termica";"";"";"";"";"6";""
"3313";"3310";"7";"";"Wintersportbekleidung Zubehör";"Accessoires textiles de sport d'hiver";"Accessori tessili per sport invernali";"";"";"";"";"6";""
"3320";"3300";"6";"Summer/Year-round sportswear";"Sommer-/ Ganzjahrsportbekleidung";"Vêtements de sport d'été et pour toute l'année";"Indumenti per sport estivi e per tutto l'anno";"";"";"";"";"4";""
"3321";"3320";"7";"";"Badebekleidung";"Costume de bain";"Costume da bagno";"";"";"";"";"6";""
"3322";"3320";"7";"";"Velobekleidung";"Vêtements de vélo";"Indumenti per bicicletta";"";"";"";"";"6";""
"3323";"3320";"7";"";"Fussballbekleidung";"Vêtements de football";"Indumenti per football";"";"";"";"";"6";""
"3328";"3320";"7";"";"Trekkingjacken";"Veste de trekking";"Giacca per trekking";"";"";"";"";"6";""
"3324";"3320";"7";"";"Trekkinghose";"Pantalon de trekking";"Pantaloni per trekking";"";"";"";"";"6";""
"3325";"3320";"7";"";"Fitnessbekleidung";"Vêtements de fitness";"Indumenti per fitness";"";"";"";"";"6";""
"3326";"3320";"7";"";"Tennisbekleidung";"Vêtements de tennis";"Indumenti per tennis";"";"";"";"";"6";""
"3327";"3320";"7";"";"Trainingsanzüge";"Training/ensemble de jogging";"Tute d'allenamento";"";"";"";"";"6";""
"3168";"3001";"4";"Other articles of clothing/fabrics";"Bekleidungszubehör und -stoffe";"Autres articles d'habillement/tissus";"Altri articoli d'abbigliamento/stoffe";"";"";"";"";"3";""
"3169";"3168";"5";"Garment fabrics";"Kleiderstoffe";"Tissus pour l'habillement";"Stoffe per l'abbigliamento";"";"";"";"";"4";""
"3170";"3169";"6";"";"Kleiderstoff, Wolle";"Tissu pour vêtements, laine";"Stoffa per vestiti, lana";"";"";"";"";"6";""
"3171";"3169";"6";"";"Kleiderstoff, Baumwolle";"Tissu pour vêtements, coton";"Stoffa per vestiti, cotone";"";"";"";"";"6";""
"3172";"3169";"6";"";"Kleiderstoff, synthetisch";"Tissu pour vêtements, synthétique";"Stoffa per vestiti, sintetico";"";"";"";"";"6";""
"3174";"3169";"6";"";"Futterstoff";"Doublure";"Fodere";"";"";"";"";"6";""
"3175";"3168";"5";"Haberdashery and knitting wool";"Mercerie und Strickwolle";"Mercerie et laine à tricoter";"Merceria e lana per lavori a maglia";"";"";"";"";"4";""
"3176";"3175";"6";"";"Faden";"Fil";"Filo";"";"";"";"";"6";""
"3178";"3175";"6";"";"Reissverschluss";"Fermeture éclair";"Chiusura lampo";"";"";"";"";"6";""
"3179";"3175";"6";"";"Strickwolle, Wolle";"Laine à tricoter, laine";"Filato per maglieria, lana";"";"";"";"";"6";""
"3181";"3175";"6";"";"Strickwolle für Bébé, Wolle";"Laine à tricoter pour bébés, laine";"Filato per maglieria, neonati, lana";"";"";"";"";"6";""
"3183";"3168";"5";"Other clothing accessories";"Anderes Bekleidungszubehör";"Autres accessoires pour l'habillement";"Altri accessori per l'abbigliamento";"";"";"";"";"4";""
"3184";"3183";"6";"";"Gürtel";"Ceinture";"Cintura";"";"";"";"";"6";""
"3185";"3183";"6";"";"Andere Waren für die persönliche Ausstattung, Ganzjahr";"Autres articles d'équipement personnel, pour toute l'année";"Altri articoli per l'equipaggiamento personale, per tutto l'anno";"";"";"";"";"6";""
"3187";"3183";"6";"";"Andere Waren für die persönliche Ausstattung, Winter";"Autres articles pour l'équipement personnel, hiver";"Altri articoli per l'equipaggiamento personale invernali";"";"";"";"";"6";""
"3189";"3001";"4";"Dry-cleaning and repair of garments";"Reinigung und Reparatur von Bekleidung";"Nettoyage et réparation de vêtements";"Pulizia e riparazione di vestiti";"";"";"";"";"3";""
"3190";"3189";"5";"Garment alterations";"Kleideränderungen";"Retouches aux vêtements";"Riparazioni di vestiti";"";"";"";"";"4";""
"3191";"3190";"6";"";"Hose, Rock: Länge kürzen";"Pantalon, jupe: raccourcir";"Pantaloni, gonna: accorciare";"";"";"";"";"6";""
"3192";"3190";"6";"";"Hose, Rock: Bund ändern";"Pantalon, jupe: modifier la ceinture";"Pantaloni, gonna: restringere";"";"";"";"";"6";""
"3193";"3190";"6";"";"Ärmel, Länge kürzen";"Manches, raccourcir";"Maniche, accorciare";"";"";"";"";"6";""
"3198";"3189";"5";"Dry cleaning";"Textilreinigung";"Nettoyage à sec et blanchissage";"Pulitura a secco e lavaggio";"";"";"";"";"4";""
"3201";"3198";"6";"";"Waschen: Regenmantel, inkl. Imprägnierung";"Nettoyage: impérméable, y compris imperméabilisation";"Pulitura: impermeabile, impermeabilizzazione compresa";"";"";"";"";"6";""
"3202";"3198";"6";"";"Waschen, Bügeln: Jupe";"Nettoyage, repassage: jupes";"Pulitura, stiratura: gonne";"";"";"";"";"6";""
"3204";"3198";"6";"";"Waschen, Bügeln: Hose";"Nettoyage, repassage: pantalon";"Pulitura a secco, stiratura: pantaloni";"";"";"";"";"6";""
"3206";"3198";"6";"";"Waschen, Bügeln: Hemd, am Bügel";"Nettoyage, repassage: chemise, sur cintre";"Pulitura, stiratura: camicia, su gruccia";"";"";"";"";"6";""
"3207";"3198";"6";"";"Waschen, Bügeln: Jacken";"Nettoyage, repassage: veston, veste";"Pulitura, stiratura: giacche";"";"";"";"";"6";""
"3208";"3198";"6";"";"Waschen: Skijacken, inkl. Imprägnierung";"Nettoyage: veste de ski, y compris imperméabilisation";"Pulitura: giacche da sci, impermeabilizzazione compresa";"";"";"";"";"6";""
"3210";"3";"3";"Footwear including repairs";"Schuhe einschliesslich Reparatur";"Chaussures y compris réparation";"Calzature, riparazione compresa";"";"";"";"";"3";""
"3211";"3210";"4";"Footwear";"Schuhe";"Chaussures";"Calzature";"";"";"";"";"3";""
"3212";"3211";"5";"Women's footwear";"Damenschuhe";"Chaussures pour femmes";"Calzature da donna";"";"";"";"";"4";""
"3250";"3212";"6";"";"Hausschuhe";"Pantoufles (chaussons)";"Pantofole";"";"";"";"";"5";""
"3213";"3250";"7";"";"Hausschuhe, Damen";"Pantoufles (chaussons), femmes";"Pantofole, da donna";"";"";"";"";"6";""
"3251";"3212";"6";"";"Freizeitschuhe";"Chaussures pour les loisirs";"Calzature per il tempo libero";"";"";"";"";"5";""
"3214";"3251";"7";"";"Freizeitschuhe, Ganzjahr, Damen";"Chaussures pour les loisirs pour toute l'année, femmes";"Calzature per il tempo libero per tutto l'anno, da donna";"";"";"";"";"6";""
"3252";"3251";"7";"";"Freizeitschuhe, Sommer, Damen";"Chaussures pour les loisirs pour l'été, femmes";"Calzature per il tempo libero estive, da donna";"";"";"";"";"6";""
"3253";"3212";"6";"";"Strassenschuhe";"Chaussures de ville";"Calzature da passeggio";"";"";"";"";"5";""
"3215";"3253";"7";"";"Strassenschuhe, Ganzjahr, Damen";"Chaussures de ville pour toute l'année, femmes";"Calzature da passeggio per tutto l'anno, da donna";"";"";"";"";"6";""
"3254";"3253";"7";"";"Strassenschuhe, Winter, Damen";"Chaussures de ville pour l'hiver, femmes";"Calzature da passeggio invernali, da donna";"";"";"";"";"6";""
"3255";"3253";"7";"";"Strassenschuhe, Sommer, Damen";"Chaussures de ville pour l'été, femmes";"Calzature da passeggio estive, da donna";"";"";"";"";"6";""
"3256";"3212";"6";"";"Sportschuhe";"Chaussures de sport";"Calzature da sport";"";"";"";"";"5";""
"3216";"3256";"7";"";"Sportschuhe, Damen";"Chaussures de sport, femmes";"Calzature da sport, da donna";"";"";"";"";"6";""
"3220";"3211";"5";"Men's footwear";"Herrenschuhe";"Chaussures pour hommes";"Scarpe da uomo";"";"";"";"";"4";""
"3257";"3220";"6";"";"Hausschuhe";"Pantoufles (chaussons)";"Pantofole";"";"";"";"";"5";""
"3221";"3257";"7";"";"Hausschuhe, Herren";"Pantoufles (chaussons), hommes";"Pantofole, da uomo";"";"";"";"";"6";""
"3258";"3220";"6";"";"Freizeitschuhe";"Chaussures pour les loisirs";"Calzature per il tempo libero";"";"";"";"";"5";""
"3222";"3258";"7";"";"Freizeitschuhe, Ganzjahr, Herren";"Chaussures pour les loisirs pour toute l'année, hommes";"Calzature per il tempo libero per tutto l'anno, da uomo";"";"";"";"";"6";""
"3259";"3258";"7";"";"Freizeitschuhe, Sommer, Herren";"Chaussures pour les loisirs pour l'été, hommes";"Calzature per il tempo libero estive, da uomo";"";"";"";"";"6";""
"3260";"3220";"6";"";"Strassenschuhe";"Chaussures de ville";"Calzature da passeggio";"";"";"";"";"5";""
"3223";"3260";"7";"";"Strassenschuhe, Ganzjahr, Herren";"Chaussures de ville pour toute l'année, hommes";"Calzature da passeggio per tutto l'anno, da uomo";"";"";"";"";"6";""
"3261";"3260";"7";"";"Strassenschuhe, Winter, Herren";"Chaussures de ville pour l'hiver, hommes";"Calzature da passeggio invernali, da uomo";"";"";"";"";"6";""
"3262";"3220";"6";"";"Sportschuhe";"Chaussures de sport";"Calzature da sport";"";"";"";"";"5";""
"3224";"3262";"7";"";"Sportschuhe, Herren";"Chaussures de sport, hommes";"Calzature da sport, da uomo";"";"";"";"";"6";""
"3228";"3211";"5";"Children's footwear";"Kinderschuhe";"Chaussures pour enfants";"Calzature da bambini";"";"";"";"";"4";""
"3263";"3228";"6";"";"Hausschuhe";"Pantoufles (chaussons)";"Pantofole";"";"";"";"";"5";""
"3229";"3263";"7";"";"Hausschuhe, Kinder";"Pantoufles (chaussons), enfants";"Pantofole, da bambino/a";"";"";"";"";"6";""
"3264";"3228";"6";"";"Freizeitschuhe";"Chaussures pour les loisirs";"Calzature per il tempo libero";"";"";"";"";"5";""
"3230";"3264";"7";"";"Freizeitschuhe, Ganzjahr, Kinder";"Chaussures pour les loisirs pour toute l'année, enfants";"Calzature per il tempo libero per tutto l'anno, da bambino/a";"";"";"";"";"6";""
"3265";"3264";"7";"";"Freizeitschuhe, Sommer, Kinder";"Chaussures pour les loisirs pour l'été, enfants";"Calzature per il tempo libero estive, da bambino/a";"";"";"";"";"6";""
"3266";"3228";"6";"";"Strasssenschuhe";"Chaussures de ville";"Calzature da passeggio";"";"";"";"";"5";""
"3231";"3266";"7";"";"Strassenschuhe, Ganzjahr, Kinder";"Chaussures de ville pour toute l'année, enfants";"Calzature da passeggio per tutto l'anno, da bambino/a";"";"";"";"";"6";""
"3267";"3266";"7";"";"Strassenschuhe, Winter, Kinder";"Chaussures de ville pour l'hiver, enfants";"Calzature da passeggio invernali, da bambino/a";"";"";"";"";"6";""
"3268";"3266";"7";"";"Strassenschuhe, Sommer, Kinder";"Chaussures de ville pour l'été, enfants";"Calzature da passeggio estive, da bambino/a";"";"";"";"";"6";""
