PARTNER_NB;PARTNER_NAME_TX;PARTNER_SUPPLEMENT_TX;PARTNER_STREET_TX;PARTNER_ZIP_CD;PARTNER_TOWN_TX;PARTNER_TEL_NB_TX;PARTNER_E_MAIL_TX;PARTNER_LANGUAGE_CD;FIRST_NAME_TX;LAST_NAME_TX;PERSON_FUNCTION_TX;PERSON_LANGUAGE_CD;PERSON_TEL_NB_TX;PERSON_E_MAIL_TX
10766;PMS 10766;;Espace de l'Europe 12;7200;Berne;;;1;Germaine;Exemple;157'967;;;
10771;PMS 10771;;Espace de l'Europe 12;7200;Berne;;;1;Germaine;Exemple;157'967;;;
10773;PMS 10773;Zusatzname;Espace de l'Europe 12;7200;Berne;;;1;Germaine;Exemple;805'306;;;
10774;PMS 10774;;Espace de l'Europe 12;7200;Berne;;;1;Germaine;Exemple;157'967;;;
10782;PMS 10782;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 00;;1;Germaine;Exemple;157'967;;;
10784;PMS 10784;;Espace de l'Europe 12;7200;Berne;;;1;Germaine;Exemple;805'306;;;
10790;PMS 10790;;Espace de l'Europe 12;7200;Berne;;;1;Germaine;Exemple;157'967;;;
10811;PMS 10811;Zusatzname;Espace de l'Europe 12;7200;Berne;;;1;Germaine;Exemple;706'674;;;
10824;PMS 10824;;Espace de l'Europe 12;7200;Berne;058 463 69 00;;1;Germaine;Exemple;706'674;;;
10862;PMS 10862;;Espace de l'Europe 12;7200;Berne;058 463 69 01;lik@bfs.admin.ch;1;Germaine;Exemple;521'559;1;;
10864;PMS 10864;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 02;;1;Germaine;Exemple;521'559;1;;
10871;PMS 10871;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 03;;1;Germaine;Exemple;;;;
10872;PMS 10872;;Espace de l'Europe 12;7200;Berne;058 463 69 00;lik@bfs.admin.ch;1;Germaine;Exemple;731'703;;;
10875;PMS 10875;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 01;lik@bfs.admin.ch;1;Germaine;Exemple;;1;;
10885;PMS 10885;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 02;lik@bfs.admin.ch;1;Germaine;Exemple;521'559;1;;
10887;PMS 10887;;Espace de l'Europe 12;7200;Berne;058 463 69 03;lik@bfs.admin.ch;1;Germaine;Exemple;347'122;1;;
10888;PMS 10888;;Espace de l'Europe 12;7200;Berne;058 463 69 00;;1;Germaine;Exemple;;;;
10891;PMS 10891;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 01;;1;Germaine;Exemple;347'122;1;;
10899;PMS 10899;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 02;;1;Germaine;Exemple;347'122;1;;
10900;PMS 10900;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 03;;1;Germaine;Exemple;347'122;1;;
10909;PMS 10909;;Espace de l'Europe 12;7200;Berne;058 463 69 00;lik@bfs.admin.ch;1;Germaine;Exemple;521'559;1;;
10911;PMS 10911;;Espace de l'Europe 12;7200;Berne;058 463 69 01;;1;Germaine;Exemple;;;;
10922;PMS 10922;;Espace de l'Europe 12;7200;Berne;058 463 69 02;lik@bfs.admin.ch;1;Marie;Crétin;;;;
10924;PMS 10924;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 03;;1;Marie;Crétin;;;;
10933;PMS 10933;;Espace de l'Europe 12;7200;Berne;058 463 69 00;;1;Marie;Crétin;;;;
10936;PMS 10936;;Espace de l'Europe 12;7200;Berne;058 463 69 01;lik@bfs.admin.ch;1;Marie;Crétin;521'559;1;;
10941;PMS 10941;;Espace de l'Europe 12;7200;Berne;058 463 69 02;;1;Marie;Crétin;;;;
10942;PMS 10942;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 03;;1;Marie;Crétin;538'528;;;
10944;PMS 10944;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 00;lik@bfs.admin.ch;1;Marie;Crétin;;;;
10946;PMS 10946;;Espace de l'Europe 12;7200;Berne;058 463 69 01;;1;Marie;Crétin;538'528;;;
10947;PMS 10947;;Espace de l'Europe 12;7200;Berne;058 463 69 02;;1;Marie;Crétin;;;;
10950;PMS 10950;;Espace de l'Europe 12;7200;Berne;058 463 69 03;;1;Marie;Crétin;;;;
10951;PMS 10951;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 00;;1;Marie;Crétin;;;;
10953;PMS 10953;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 01;;1;Marie;Crétin;;;;
10954;PMS 10954;;Espace de l'Europe 12;7200;Berne;058 463 69 02;;1;Marie;Crétin;538'528;;;
10956;PMS 10956;;Espace de l'Europe 12;7200;Berne;058 463 69 03;;1;Marie;Crétin;538'528;;;
10957;PMS 10957;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 00;;1;Marie;Crétin;;;;
10958;PMS 10958;;Espace de l'Europe 12;7200;Berne;058 463 69 01;;1;Marie;Crétin;538'528;;;
10959;PMS 10959;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 02;;1;Marie;Crétin;723'532;;;
10972;PMS 10972;;Espace de l'Europe 12;7200;Berne;058 463 69 03;;1;Marie;Crétin;;;;
10982;PMS 10982;;Espace de l'Europe 12;7200;Berne;058 463 69 00;;1;Marie;Crétin;538'528;;;
10983;PMS 10983;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 01;;1;Marie;Crétin;538'528;;;
10987;PMS 10987;;Espace de l'Europe 12;7200;Berne;058 463 69 02;lik@bfs.admin.ch;1;Marie;Crétin;;;;
10989;PMS 10989;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 03;lik@bfs.admin.ch;1;Marie;Crétin;538'528;;;
10994;PMS 10994;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 00;;1;Marie;Crétin;538'528;;;
11154;PMS 11154;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 01;;3;Marie;Crétin;978'578;;;
11155;PMS 11155;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 02;;3;Marie;Crétin;978'578;;;
11156;PMS 11156;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 03;;3;Marie;Crétin;819'019;1;;
11158;PMS 11158;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 00;;3;Marie;Crétin;978'578;;;
11159;PMS 11159;Zusatzname;Espace de l'Europe 12;7200;Berne;058 463 69 01;;3;Marie;Crétin;978'578;;;
11162;PMS 11162;;Espace de l'Europe 12;7200;Berne;058 463 69 02;;3;Marie;Crétin;819'019;1;;
11163;PMS 11163;Zusatzname;;7200;Berne;058 463 69 03;;3;Marie;Crétin;819'019;1;;
11167;PMS 11167;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 00;;3;Marie;Crétin;819'019;1;;
11168;PMS 11168;;Espace de l'Europe 28;7200;Berne;058 463 69 01;;3;Marie;Crétin;819'019;1;;
11170;PMS 11170;;Espace de l'Europe 28;7200;Berne;058 463 69 02;;3;Marie;Crétin;978'578;;;
11171;PMS 11171;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 03;;3;Marie;Crétin;819'019;1;;
11173;PMS 11173;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 03;;3;Marie;Crétin;498'686;;;
11176;PMS 11176;;Espace de l'Europe 28;7200;Berne;058 463 69 03;;3;Marie;Crétin;498'686;;;
11177;PMS 11177;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 03;;3;Marie;Crétin;819'019;1;;
11179;PMS 11179;Zusatzname;Espace de l'Europe 28;7200;Berne;;;3;Marie;Crétin;978'578;;;
11180;PMS 11180;;Espace de l'Europe 28;7200;Berne;;;3;Marie;Crétin;819'019;1;;
11181;PMS 11181;Zusatzname;Espace de l'Europe 28;7200;Berne;;;3;Marie;Crétin;498'686;;;
11182;PMS 11182;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 00;;3;Marie;Crétin;498'686;;;
11183;PMS 11183;;Espace de l'Europe 28;7200;Berne;058 463 69 01;;3;Marie;Crétin;498'686;;;
11184;PMS 11184;;Espace de l'Europe 28;7200;Berne;058 463 69 02;lik@bfs.admin.ch;3;Marie;Crétin;978'578;;;
11189;PMS 11189;;Espace de l'Europe 28;7200;Berne;058 463 69 03;;3;Marie;Crétin;978'578;;;
11192;PMS 11192;;Espace de l'Europe 28;7200;Berne;058 463 69 00;;3;Marie;Crétin;819'019;1;;
11194;PMS 11194;;Espace de l'Europe 28;7200;Berne;058 463 69 01;;3;Marie;Crétin;498'686;;;
11199;PMS 11199;;Espace de l'Europe 28;7200;Berne;058 463 69 02;;3;Marie;Crétin;819'019;1;;
11200;PMS 11200;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 03;;3;Marie;Crétin;819'019;1;;
11201;PMS 11201;;Espace de l'Europe 28;7200;Berne;058 463 69 00;;3;Marie;Crétin;819'019;1;;
11203;PMS 11203;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 01;;3;Marie;Crétin;819'019;1;;
11204;PMS 11204;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 02;;3;Marie;Crétin;819'019;1;;
11205;PMS 11205;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 03;;3;Marie;Crétin;498'686;;;
11207;PMS 11207;;Espace de l'Europe 28;7200;Berne;058 463 69 00;;3;Marie;Crétin;498'686;;;
11286;PMS 11286;;;7200;Berne;058 463 69 01;;2;Marie;Crétin;;;;
11289;PMS 11289;;Espace de l'Europe 28;7200;Berne;058 463 69 02;;2;Marie;Crétin;;;;
11290;PMS 11290;;Espace de l'Europe 28;7200;Berne;058 463 69 03;;2;Marie;Crétin;;;;
11292;PMS 11292;;Espace de l'Europe 28;7200;Berne;058 463 69 00;;2;Marie;Crétin;;;;
11295;PMS 11295;;Espace de l'Europe 28;7200;Berne;058 463 69 01;;2;Marie;Crétin;;;;
11298;PMS 11298;;Espace de l'Europe 28;7200;Berne;058 463 69 02;;2;Marie;Crétin;;;;
11299;PMS 11299;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 03;;2;Marie;Crétin;;;;
11302;PMS 11302;;Espace de l'Europe 28;7200;Berne;058 463 69 00;;2;Marie;Crétin;;;;
11304;PMS 11304;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 01;;2;Marie;Crétin;;;;
11305;PMS 11305;;Espace de l'Europe 28;7200;Berne;058 463 69 02;;2;Marie;Crétin;;;;
11306;PMS 11306;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 03;;2;Marie;Crétin;;;;
11309;PMS 11309;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 00;;2;Marie;Crétin;;;;
11310;PMS 11310;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 01;;2;Marie;Crétin;;;;
11313;PMS 11313;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 02;;2;Marie;Crétin;;;;
11314;PMS 11314;;Espace de l'Europe 28;7200;Berne;058 463 69 03;;2;Marie;Crétin;;;;
11315;PMS 11315;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 00;;2;Marie;Crétin;;;;
11316;PMS 11316;;Espace de l'Europe 28;7200;Berne;058 463 69 01;;2;Marie;Crétin;;;;
11317;PMS 11317;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 02;;2;Marie;Crétin;;;;
11318;PMS 11318;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 03;lik@bfs.admin.ch;2;Marie;Crétin;;;;
11319;PMS 11319;;Espace de l'Europe 28;7200;Berne;058 463 69 00;;2;Marie;Crétin;;;;
11320;PMS 11320;;Espace de l'Europe 28;7200;Berne;058 463 69 01;;2;Marie;Crétin;;;;
11323;PMS 11323;;Espace de l'Europe 28;7200;Berne;058 463 69 02;lik@bfs.admin.ch;2;Marie;Crétin;;;;
11326;PMS 11326;;;7200;Berne;058 463 69 03;;2;Marie;Crétin;;;;
11330;PMS 11330;;Espace de l'Europe 28;7200;Berne;058 463 69 00;;2;Marie;Crétin;;;;
11334;PMS 11334;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 01;;2;Marie;Crétin;;;;
11335;PMS 11335;;Espace de l'Europe 28;7200;Berne;058 463 69 02;;2;Marie;Crétin;;;;
11336;PMS 11336;;Espace de l'Europe 28;7200;Berne;058 463 69 03;;2;Marie;Crétin;;;;
11340;PMS 11340;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 00;;2;Marie;Crétin;;;;
11342;PMS 11342;;Espace de l'Europe 28;7200;Berne;058 463 69 01;;2;Marie;Crétin;;;;
11368;PMS 11368;;Espace de l'Europe 28;7200;Berne;058 463 69 02;lik@bfs.admin.ch;2;Marie;Crétin;;;;
11369;PMS 11369;;Espace de l'Europe 28;7200;Berne;058 463 69 03;;2;Marie;Crétin;;;;
11370;PMS 11370;;Espace de l'Europe 28;7200;Berne;058 463 69 00;lik@bfs.admin.ch;2;Marie;Crétin;;;;
11425;PMS 11425;;Espace de l'Europe 28;7200;Berne;058 463 69 01;;2;Hansueli;Müller;549'669;;;
11451;PMS 11451;;Espace de l'Europe 28;7200;Berne;058 463 69 02;;2;Hansueli;Müller;549'669;;;
11454;PMS 11454;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 03;;2;Hansueli;Müller;549'669;;;
11455;PMS 11455;Zusatzname;Espace de l'Europe 28;7200;Berne;;;2;Hansueli;Müller;549'669;;;
11457;PMS 11457;;Espace de l'Europe 28;7200;Berne;;;2;Hansueli;Müller;549'669;;;
11460;PMS 11460;;Espace de l'Europe 28;7200;Berne;;;2;Hansueli;Müller;540'622;;;
11462;PMS 11462;Zusatzname;Espace de l'Europe 28;7200;Berne;;;2;Hansueli;Müller;540'622;;;
11463;PMS 11463;Zusatzname;Espace de l'Europe 28;7200;Berne;;;2;Hansueli;Müller;549'669;;;
11464;PMS 11464;;Espace de l'Europe 28;7200;Berne;;;2;Hansueli;Müller;549'669;;;
11465;PMS 11465;;Espace de l'Europe 28;7200;Berne;;lik@bfs.admin.ch;1;Hansueli;Müller;549'669;;;
11466;PMS 11466;;Espace de l'Europe 28;7200;Berne;058 463 69 00;;2;Hansueli;Müller;540'622;;;
11467;PMS 11467;;Espace de l'Europe 28;7200;Berne;;lik@bfs.admin.ch;1;Hansueli;Müller;549'669;;;
11469;PMS 11469;Zusatzname;Espace de l'Europe 28;7200;Berne;;;2;Hansueli;Müller;549'669;;;
11472;PMS 11472;;Espace de l'Europe 28;7200;Berne;;lik@bfs.admin.ch;2;Hansueli;Müller;540'622;;;
11474;PMS 11474;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 00;;2;Hansueli;Müller;540'622;;;
11476;PMS 11476;;Espace de l'Europe 28;7200;Berne;058 463 69 01;;2;Hansueli;Müller;540'622;;;
11477;PMS 11477;;Espace de l'Europe 28;7200;Berne;058 463 69 02;;2;Hansueli;Müller;540'622;;;
11480;PMS 11480;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 03;;2;Hansueli;Müller;540'622;;;
11482;PMS 11482;;Espace de l'Europe 28;7200;Berne;058 463 69 00;;2;Hansueli;Müller;540'622;;;
11485;PMS 11485;;Espace de l'Europe 28;7200;Berne;058 463 69 01;;2;Hansueli;Müller;540'622;;;
11486;PMS 11486;;Espace de l'Europe 28;7200;Berne;058 463 69 02;;2;Hansueli;Müller;540'622;;;
11487;PMS 11487;;Espace de l'Europe 28;7200;Berne;058 463 69 03;lik@bfs.admin.ch;2;Hansueli;Müller;549'669;;;
11488;PMS 11488;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 00;;2;Hansueli;Müller;540'622;;;
11490;PMS 11490;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 01;;2;Hansueli;Müller;549'669;;;
11491;PMS 11491;;Espace de l'Europe 28;7200;Berne;058 463 69 02;;;Hansueli;Müller;549'669;;;
11492;PMS 11492;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 03;;2;Hansueli;Müller;549'669;;;
11495;PMS 11495;;Espace de l'Europe 28;7200;Berne;058 463 69 00;;2;Hansueli;Müller;540'622;;;
11500;PMS 11500;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 01;;2;Hansueli;Müller;540'622;;;
11506;PMS 11506;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 02;;2;Hansueli;Müller;540'622;;;
11514;PMS 11514;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 03;;2;Hansueli;Müller;549'669;;;
11515;PMS 11515;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 00;;2;Hansueli;Müller;549'669;;;
11524;PMS 11524;;Espace de l'Europe 28;7200;Berne;058 463 69 01;;2;Hansueli;Müller;549'669;;;
11531;PMS 11531;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 02;;2;Hansueli;Müller;377'335;2;;
11532;PMS 11532;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 03;;2;Hansueli;Müller;540'622;;;
11533;PMS 11533;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 00;;2;Hansueli;Müller;377'335;2;;
11534;PMS 11534;;Espace de l'Europe 28;7200;Berne;058 463 69 01;;2;Hansueli;Müller;549'669;;;
11537;PMS 11537;;Espace de l'Europe 28;7200;Berne;058 463 69 02;;2;Hansueli;Müller;540'622;;;
11538;PMS 11538;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 03;;2;Hansueli;Müller;549'669;;;
11539;PMS 11539;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 00;;2;Hansueli;Müller;540'622;;;
11541;PMS 11541;;Espace de l'Europe 28;7200;Berne;058 463 69 01;;2;Hansueli;Müller;540'622;;;
11542;PMS 11542;;Espace de l'Europe 28;7200;Berne;058 463 69 02;lik@bfs.admin.ch;2;Hansueli;Müller;242'231;;;
11545;PMS 11545;;Espace de l'Europe 28;7200;Berne;058 463 69 03;lik@bfs.admin.ch;2;Hansueli;Müller;242'231;;;
11546;PMS 11546;Zusatzname;Espace de l'Europe 28;7200;Berne;058 463 69 00;;2;Hansueli;Müller;540'622;;;
11548;PMS 11548;;Espace de l'Europe 28;7200;Berne;058 463 69 01;;2;Hansueli;Müller;377'335;2;;
11551;PMS 11551;;Espace de l'Europe 28;7200;Berne;058 463 69 02;;2;Hansueli;Müller;377'335;2;;
11556;PMS 11556;Zusatzname;;7200;Berne;058 463 69 03;;2;Hansueli;Müller;377'335;2;;
11557;PMS 11557;Zusatzname;;7200;Berne;058 463 69 00;;2;Hansueli;Müller;377'335;2;;
11562;PMS 11562;;Espace de l'Europe 28;7200;Berne;058 463 69 01;;2;Hansueli;Müller;377'335;2;;
11563;PMS 11563;;Espace de l'Europe 28;7200;Berne;058 463 69 02;;2;Hansueli;Müller;377'335;2;;
11564;PMS 11564;;Espace de l'Europe 28;7200;Berne;058 463 69 03;;2;Hansueli;Müller;540'622;;;
11565;PMS 11565;;Espace de l'Europe 28;7200;Berne;058 463 69 00;;2;Hansueli;Müller;540'622;;;
11569;PMS 11569;;Espace de l'Europe 28;7200;Berne;058 463 69 01;;2;Hansueli;Müller;377'335;2;;
11571;PMS 11571;;Espace de l'Europe 28;7200;Berne;058 463 69 02;lik@bfs.admin.ch;2;Hansueli;Müller;377'335;2;;
11573;PMS 11573;;Espace de l'Europe 28;7200;Berne;058 463 69 03;lik@bfs.admin.ch;2;Hansueli;Müller;377'335;2;;
11574;PMS 11574;Centre Commercial;Espace de l'Europe 28;7200;Berne;058 463 69 00;;2;Hansueli;Müller;549'669;;;
11575;PMS 11575;;Espace de l'Europe 28;7200;Berne;058 463 69 01;;2;Hansueli;Müller;377'335;2;;
11576;PMS 11576;;Espace de l'Europe 28;7200;Berne;058 463 69 02;lik@bfs.admin.ch;2;Hansueli;Müller;242'231;;;
11582;PMS 11582;;Espace de l'Europe 28;7200;Berne;058 463 69 03;;2;Hansueli;Müller;540'622;;;
11583;PMS 11583;Centre Commercial;;7200;Berne;058 463 69 00;;2;Hansueli;Müller;540'622;;;
11586;PMS 11586;;Place de la Gare 34;7200;Berne;058 463 69 01;;2;Hansueli;Müller;540'622;;;
11588;PMS 11588;;Place de la Gare 34;7200;Berne;058 463 69 02;;2;Hansueli;Müller;377'335;2;;
11589;PMS 11589;Zusatzname;Place de la Gare 34;7200;Berne;058 463 69 03;;2;Hansueli;Müller;377'335;2;;
11591;PMS 11591;;Place de la Gare 34;7200;Berne;058 463 69 03;;2;Hansueli;Müller;549'669;;;
11592;PMS 11592;;;7200;Berne;058 463 69 03;;2;Hansueli;Müller;549'669;;;
11599;PMS 11599;;Place de la Gare 34;7200;Berne;058 463 69 03;;2;Hansueli;Müller;540'622;;;
11602;PMS 11602;Zusatzname;;7200;Berne;;;2;Hansueli;Müller;377'335;2;;
11603;PMS 11603;;Place de la Gare 34;7200;Berne;;;2;Hansueli;Müller;534'828;;;
11605;PMS 11605;;Place de la Gare 34;7200;Berne;;;2;Hansueli;Müller;540'622;;;
11607;PMS 11607;;Place de la Gare 34;7200;Berne;058 463 69 00;;;Hansueli;Müller;Sachbearbeiterin;1;3 69 97;lik-prod@bfs.admin.ch
11612;PMS 11612;;Place de la Gare 34;7200;Berne;058 463 69 01;;2;Hansueli;Müller;540'622;;;
11614;PMS 11614;Zusatzname;Place de la Gare 34;7200;Berne;058 463 69 02;;2;Hansueli;Müller;377'335;2;;
11797;PMS 11797;Zusatzname;Place de la Gare 34;7200;Berne;058 463 69 03;;2;Pierrinne;Tabouret;540'622;;;
11798;PMS 11798;Zusatzname;;7200;Berne;058 463 69 00;;2;Pierrinne;Tabouret;549'669;;;
11800;PMS 11800;;Place de la Gare 34;7200;Berne;058 463 69 01;;2;Pierrinne;Tabouret;549'669;;;
11809;PMS 11809;;Place de la Gare 34;7200;Berne;058 463 69 02;;1;Pierrinne;Tabouret;;;;
11847;PMS 11847;;Place de la Gare 34;7200;Berne;058 463 69 03;;2;Pierrinne;Tabouret;653'724;;;
11899;PMS 11899;Zusatzname;Place de la Gare 34;7200;Berne;058 463 69 00;lik@bfs.admin.ch;1;Pierrinne;Tabouret;583'832;;;
11994;PMS 11994;;Place de la Gare 34;7200;Berne;058 463 69 01;;1;Pierrinne;Tabouret;260'317;;;
12006;PMS 12006;Zusatzname;Place de la Gare 34;7200;Berne;058 463 69 02;;1;Pierrinne;Tabouret;583'832;;;
12174;PMS 12174;;Place de la Gare 34;7200;Berne;058 463 69 03;;1;Pierrinne;Tabouret;538'528;;;
12184;PMS 12184;;Place de la Gare 34;7200;Berne;058 463 69 00;;1;Pierrinne;Tabouret;;;;
12186;PMS 12186;;Place de la Gare 34;7200;Berne;058 463 69 01;;1;Pierrinne;Tabouret;;;;
12187;PMS 12187;;Place de la Gare 34;7200;Berne;058 463 69 02;;1;Pierrinne;Tabouret;347'122;1;;
12188;PMS 12188;;Place de la Gare 34;7200;Berne;058 463 69 03;;1;Pierrinne;Tabouret;;;;
12190;PMS 12190;Zusatzname;Place de la Gare 34;7200;Berne;058 463 69 00;;1;Pierrinne;Tabouret;347'122;1;;
12191;PMS 12191;;Place de la Gare 34;7200;Berne;058 463 69 01;;1;Pierrinne;Tabouret;521'559;1;;
12194;PMS 12194;Zusatzname;Place de la Gare 34;7200;Berne;058 463 69 02;;1;Pierrinne;Tabouret;347'122;1;;
12195;PMS 12195;Zusatzname;Place de la Gare 34;7200;Berne;058 463 69 03;;1;Pierrinne;Tabouret;347'122;1;;
12196;PMS 12196;;Place de la Gare 34;7200;Berne;058 463 69 00;;1;Pierrinne;Tabouret;;;;
12197;PMS 12197;Zusatzname;Place de la Gare 34;7200;Berne;058 463 69 01;;1;Pierrinne;Tabouret;;;;
12198;PMS 12198;;Place de la Gare 34;7200;Berne;058 463 69 02;;1;Pierrinne;Tabouret;;;;
12200;PMS 12200;;;7200;Berne;058 463 69 03;lik@bfs.admin.ch;1;Pierrinne;Tabouret;;;;
12201;PMS 12201;;Place de la Gare 34;7200;Berne;058 463 69 00;;1;Pierrinne;Tabouret;521'559;1;;
12203;PMS 12203;;Place de la Gare 34;7200;Berne;058 463 69 01;;1;Pierrinne;Tabouret;;;;
12204;PMS 12204;Zusatzname;Place de la Gare 34;7200;Berne;058 463 69 02;;1;Pierrinne;Tabouret;521'559;1;;
12205;PMS 12205;;Place de la Gare 34;7200;Berne;058 463 69 03;;1;Pierrinne;Tabouret;;;;
12206;PMS 12206;;Place de la Gare 34;7200;Berne;058 463 69 00;;1;Pierrinne;Tabouret;521'559;1;;
12208;PMS 12208;Zusatzname;Place de la Gare 34;7200;Berne;058 463 69 01;lik@bfs.admin.ch;1;Pierrinne;Tabouret;;;;
12249;PMS 12249;;Place de la Gare 34;7200;Berne;058 463 69 02;;2;Pierrinne;Tabouret;549'669;;;
12250;PMS 12250;;Place de la Gare 34;7200;Berne;058 463 69 03;;2;Pierrinne;Tabouret;540'622;;;
12392;PMS 12392;;Place de la Gare 34;7200;Berne;058 463 69 00;;1;Pierrinne;Tabouret;706'674;;;
12448;PMS 12448;;Place de la Gare 34;7200;Berne;058 463 69 01;;2;Pierrinne;Tabouret;377'335;2;;
12453;PMS 12453;;Place de la Gare 34;7200;Berne;058 463 69 02;;2;Pierrinne;Tabouret;377'335;2;;
12519;PMS 12519;;Place de la Gare 34;7200;Berne;058 463 69 03;lik@bfs.admin.ch;1;Pierrinne;Tabouret;522'907;;;
12522;PMS 12522;Zusatzname;Place de la Gare 34;7200;Berne;058 463 69 00;;1;Pierrinne;Tabouret;503'428;1;;
12523;PMS 12523;;Place de la Gare 34;7200;Berne;058 463 69 01;;1;Pierrinne;Tabouret;503'428;1;;
12572;PMS 12572;;Place de la Gare 34;7200;Berne;058 463 69 02;;1;Pierrinne;Tabouret;260'317;;;
12586;PMS 12586;;Place de la Gare 34;7200;Berne;058 463 69 03;;1;Pierrinne;Tabouret;260'317;;;
12588;PMS 12588;;Place de la Gare 34;7200;Berne;058 463 69 00;;3;Pierrinne;Tabouret;978'578;;;
12589;PMS 12589;;Place de la Gare 34;7200;Berne;058 463 69 01;;3;Pierrinne;Tabouret;819'019;1;;
12590;PMS 12590;;Place de la Gare 34;7200;Berne;058 463 69 02;;3;Pierrinne;Tabouret;819'019;1;;
12591;PMS 12591;;Place de la Gare 34;7200;Berne;058 463 69 03;;3;Pierrinne;Tabouret;498'686;;;
12592;PMS 12592;;Place de la Gare 34;2790;Zürich;058 463 69 00;;3;Pierrinne;Tabouret;819'019;1;;
12593;PMS 12593;;Place de la Gare 34;2790;Zürich;058 463 69 01;lik@bfs.admin.ch;3;Pierrinne;Tabouret;978'578;;;
12594;PMS 12594;;Place de la Gare 34;2790;Zürich;058 463 69 02;;1;Pierrinne;Tabouret;;;;
12595;PMS 12595;;Place de la Gare 34;2790;Zürich;058 463 69 03;lik@bfs.admin.ch;3;Pierrinne;Tabouret;498'686;;;
12596;PMS 12596;;Place de la Gare 34;2790;Zürich;;lik@bfs.admin.ch;1;Pierrinne;Tabouret;347'122;1;;
12597;PMS 12597;;Place de la Gare 34;2790;Zürich;;lik@bfs.admin.ch;1;Pierrinne;Tabouret;521'559;1;;
12805;PMS 12805;;Place de la Gare 34;2790;Zürich;;;3;Pierrinne;Tabouret;819'019;1;;
12837;PMS 12837;Zusatzname;Place de la Gare 34;2790;Zürich;;lik@bfs.admin.ch;1;Pierrinne;Tabouret;;;;
12850;PMS 12850;;Place de la Gare 34;2790;Zürich;;;1;Pierrinne;Tabouret;347'122;1;;
12851;PMS 12851;Zusatzname;Place de la Gare 34;2790;Zürich;;;1;Pierrinne;Tabouret;260'317;;;
